period,employee_id,client_id,project_id,available_hours,worked_hours,billable_hours,non_billable_hours,overtime_hours
2026-05,E0215,C010,P012,160.0,127,113,14,0
2026-05,E0102,C007,P029,160.0,127,117,10,0
2026-05,E0020,C010,P017,160.0,142,106,36,0
2026-05,E0277,C007,P004,160.0,122,111,11,0
2026-05,E0060,C003,P001,160.0,72,54,18,0
2026-05,E0275,C999,P024,160.0,135,103,32,0
2026-05,E0181,C003,P016,160.0,114,93,21,0
2026-05,E0175,C005,P019,160.0,147,131,16,0
2026-05,E0308,C009,P003,160.0,129,89,40,0
2026-05,E0045,C002,P034,160.0,156,113,43,0
2026-05,E0329,C002,P020,160.0,116,99,17,0
2026-05,E0058,C010,P031,160.0,101,67,34,0
2026-05,E0477,C002,P019,160.0,142,121,21,0
2026-05,E0014,C011,P005,160.0,134,94,40,0
2026-05,E0443,C003,P022,160.0,112,102,10,0
2026-05,E0206,C999,P019,160.0,164,150,14,4
2026-05,E0105,C004,P012,160.0,119,92,27,0
2026-05,E0198,C003,P027,160.0,126,90,36,0
2026-05,E0403,C007,P014,160.0,169,143,26,9
2026-05,E0267,C012,P004,160.0,157,140,17,0
2026-05,E0429,C012,P026,160.0,117,101,16,0
2026-05,E0294,C002,P024,160.0,136,103,33,0
2026-05,E0072,C002,P014,,115,77,38,0
2026-05,E0095,C005,P002,160.0,167,158,9,7
2026-05,E0347,C001,P028,160.0,167,151,16,7
2026-05,E0411,C005,P014,160.0,190,139,51,30
2026-05,E0174,C007,P027,160.0,202,156,46,42
2026-05,E0189,C006,P008,160.0,129,100,29,0
2026-05,E0260,C012,P025,160.0,162,146,16,2
2026-05,E0268,C002,P007,160.0,97,68,29,0
2026-05,E0476,C010,P014,160.0,149,133,16,0
2026-05,E0420,C011,P035,160.0,155,126,29,0
2026-05,E0171,C008,P014,160.0,121,106,15,0
2026-05,E0478,C001,P016,160.0,128,92,36,0
2026-05,E0494,C012,P032,160.0,167,124,43,7
2026-05,E0210,C012,P026,160.0,156,133,23,0
2026-05,E0458,C005,P025,160.0,186,158,28,26
2026-05,E0364,C004,P009,160.0,183,150,33,23
2026-05,E0455,C002,P024,160.0,103,90,13,0
2026-05,E0320,C004,P032,160.0,131,94,37,0
2026-05,E0490,C011,P035,160.0,118,98,20,0
2026-05,E0169,C004,P027,160.0,163,142,21,3
2026-05,E0369,C012,P030,160.0,152,137,15,0
2026-05,E0190,C001,P026,160.0,120,79,41,0
2026-05,E0333,C010,P022,160.0,123,97,26,0
2026-05,E0199,C003,P017,160.0,176,163,13,16
2026-05,E0363,C010,P013,160.0,134,87,47,0
2026-05,E0085,C001,P010,160.0,94,63,31,0
2026-05,E0232,C007,P006,160.0,118,96,22,0
2026-05,E0445,C008,P025,160.0,192,134,58,32
2026-05,E0435,C001,P022,160.0,170,159,11,10
2026-05,E0259,C011,P022,160.0,113,75,38,0
2026-05,E0350,C001,P018,160.0,149,122,27,0
2026-05,E0296,C012,P032,160.0,168,134,34,8
2026-05,E0374,C001,P005,160.0,103,95,8,0
2026-05,E0214,C005,P026,160.0,171,132,39,11
2026-05,E0216,C008,P009,160.0,156,115,41,0
2026-05,E0069,C012,P035,160.0,126,101,25,0
2026-05,E0471,C011,P025,160.0,160,142,18,0
2026-05,E0334,C010,P031,160.0,152,129,23,0
2026-05,E0209,C006,P030,160.0,154,113,41,0
2026-05,E0284,C005,P034,160.0,148,96,52,0
2026-05,E0098,C011,P006,160.0,122,103,19,0
2026-05,E0381,C002,P010,160.0,127,106,21,0
2026-05,E0056,C008,P030,160.0,139,120,19,0
2026-05,E0299,C012,P011,160.0,146,109,37,0
2026-05,E0415,C002,P026,160.0,161,121,40,1
2026-05,E0230,C006,P009,160.0,193,133,60,33
2026-05,E0375,C005,P029,160.0,150,102,48,0
2026-05,E0179,C001,P004,160.0,161,124,37,1
2026-05,E0254,C012,P019,160.0,167,114,53,7
2026-05,E0153,C009,P004,160.0,163,105,58,3
2026-05,E0495,C010,P005,160.0,122,88,34,0
2026-05,E0335,C009,P032,160.0,178,116,62,18
2026-05,E0024,C007,P031,160.0,174,163,11,14
2026-05,E0227,C002,P022,160.0,148,121,27,0
2026-05,E0304,C003,P032,160.0,123,100,23,0
2026-05,E0434,C004,P024,160.0,145,110,35,0
2026-05,E0066,C003,P026,160.0,105,75,30,0
2026-05,E0150,C007,P029,160.0,182,123,59,22
2026-05,E0336,C011,P005,160.0,129,90,39,0
2026-06,E0398,C005,P018,160.0,137,129,8,0
2026-06,E0221,C004,P012,160.0,180,164,16,20
2026-06,E0308,C009,P003,160.0,82,77,5,0
2026-06,E0335,C009,P032,160.0,176,131,45,16
2026-06,E0413,C007,P031,160.0,153,113,40,0
2026-06,E0115,C003,P035,160.0,186,158,28,26
2026-06,E0191,C004,P011,160.0,121,90,31,0
2026-06,E0150,C007,P029,160.0,153,105,48,0
2026-06,E0187,C006,P020,160.0,121,99,22,0
2026-06,E0419,C003,P007,160.0,172,150,22,12
2026-06,E0309,C002,P011,160.0,171,155,16,11
2026-06,E0313,C004,P029,160.0,189,157,32,29
2026-06,E0394,C007,P027,160.0,144,101,43,0
2026-06,E0250,C008,P028,160.0,197,178,19,37
2026-06,E0377,C003,P022,160.0,119,84,35,0
2026-06,E0225,C009,P018,160.0,143,118,25,0
2026-06,E0344,C004,P012,160.0,120,97,23,0
2026-06,E0307,C002,P027,160.0,149,121,28,0
2026-06,E0189,C006,P008,160.0,122,87,35,0
2026-06,E0064,C011,P006,160.0,172,113,59,12
2026-06,E0143,C005,P010,160.0,156,124,32,0
2026-06,E0073,C008,P014,160.0,117,86,31,0
2026-06,E0470,C007,P017,160.0,165,137,28,5
2026-06,E0184,C005,P029,160.0,184,139,45,24
2026-06,E0267,C012,P004,160.0,159,133,26,0
2026-06,E0285,C010,P017,160.0,110,94,16,0
2026-06,E0208,C003,P002,160.0,141,115,26,0
2026-06,E0160,C001,P021,160.0,162,106,56,2
2026-06,E0416,C008,P030,160.0,138,102,36,0
2026-06,E0272,C004,P031,160.0,119,101,18,0
2026-06,E0075,C008,P033,160.0,175,134,41,15
2026-06,E0113,C011,P023,160.0,137,105,32,0
2026-06,E0296,C012,P032,160.0,184,171,13,24
2026-06,E0205,C008,P032,160.0,132,108,24,0
2026-06,E0415,C002,P026,160.0,136,127,9,0
2026-06,E0074,C009,P028,160.0,130,97,33,0
2026-06,E0220,C006,P032,160.0,140,112,28,0
2026-06,E0435,C001,P022,160.0,156,148,8,0
2026-06,E0254,C012,P019,160.0,120,94,26,0
2026-06,E0440,C004,P005,160.0,116,79,37,0
2026-06,E0083,C008,P034,160.0,102,93,9,0
2026-06,E0496,C012,P025,160.0,100,84,16,0
2026-06,E0484,C001,P008,160.0,111,86,25,0
2026-06,E0378,C005,P007,160.0,131,117,14,0
2026-06,E0262,C003,P013,160.0,149,138,11,0
2026-06,E0430,C011,P018,160.0,155,107,48,0
2026-06,E0152,C002,P032,160.0,148,117,31,0
2026-06,E0018,C010,P026,160.0,181,139,42,21
2026-06,E0185,C008,P035,160.0,190,142,48,30
2026-06,E0173,C008,P010,160.0,138,96,42,0
2026-06,E0323,C005,P007,160.0,120,104,16,0
2026-06,E0140,C002,P011,160.0,199,181,18,39
2026-06,E0261,C010,P014,160.0,174,143,31,14
2026-06,E0044,C002,P020,160.0,172,139,33,12
2026-06,E0356,C001,P022,160.0,130,87,43,0
2026-06,E0207,C004,P014,160.0,166,127,39,6
2026-06,E0169,C004,P027,160.0,148,109,39,0
2026-06,E0424,C011,P030,160.0,143,111,32,0
2026-06,E0204,C002,P024,160.0,143,118,25,0
2026-06,E0447,C012,P029,160.0,157,141,16,0
2026-06,E0481,C006,P022,160.0,182,122,60,22
2026-06,E0283,C012,P009,160.0,201,180,21,41
2026-06,E0464,C003,P013,160.0,134,118,16,0
2026-06,E0255,C010,P032,160.0,149,102,47,0
2026-06,E0432,C011,P034,160.0,142,129,13,0
2026-06,E0037,C009,P009,160.0,155,127,28,0
2026-06,E0452,C011,P010,160.0,81,75,6,0
2026-06,E0485,C006,P029,160.0,139,124,15,0
2026-06,E0473,C003,P032,160.0,196,183,13,36
2026-06,E0216,C008,P009,160.0,128,100,28,0
2026-06,E0397,C009,P013,160.0,134,112,22,0
2026-06,E0029,C012,P013,160.0,131,108,23,0
2026-06,E0197,C002,P011,160.0,141,129,12,0
2026-06,E0286,C002,P004,160.0,112,87,25,0
2026-06,E0437,C006,P013,160.0,131,87,44,0
2026-06,E0145,C008,P002,160.0,155,128,27,0
2026-06,E0363,C010,P013,160.0,155,117,38,0
2026-06,E0106,C005,P020,160.0,151,135,16,0
2026-06,E0338,C007,P012,160.0,179,150,29,19
2026-06,E0133,C012,P031,160.0,156,120,36,0
2026-06,E0392,C002,P019,160.0,178,166,12,18
2026-06,E0072,C002,P014,160.0,201,143,58,41
2026-06,E0386,C010,P005,160.0,167,139,28,7
2026-06,E0383,C001,P013,160.0,112,74,38,0
2026-06,E0210,C012,P026,160.0,152,126,26,0
2026-06,E0084,C003,P020,160.0,148,106,42,0
2026-06,E0380,C003,P034,160.0,184,156,28,24
2026-06,E0340,C012,P023,160.0,142,99,43,0
2026-06,E0011,C002,P029,160.0,124,87,37,0
2026-06,E0393,C001,P030,160.0,133,88,45,0
2026-06,E0241,C004,P034,160.0,113,86,27,0
2026-06,E0061,C999,P003,160.0,71,54,17,0
2026-06,E0213,C010,P003,160.0,196,176,20,36
2026-06,E0223,C009,P032,160.0,145,96,49,0
2026-06,E0350,C001,P018,160.0,115,77,38,0
2026-06,E0045,C002,P034,160.0,187,170,17,27
2026-06,E0033,C009,P030,160.0,192,156,36,32
2026-06,E0329,C002,P020,160.0,149,125,24,0
2026-06,E0135,C006,P019,160.0,111,73,38,0
2026-06,E0228,C001,P006,160.0,133,93,40,0
2026-06,E0408,C010,P026,160.0,139,95,44,0
2026-06,E0126,C010,P004,160.0,146,105,41,0
2026-06,E0100,C007,P024,160.0,118,89,29,0
2026-06,E0395,C001,P012,160.0,169,113,56,9
2026-06,E0252,C004,P013,160.0,92,59,33,0
2026-06,E0149,C009,P002,160.0,173,133,40,13
2026-06,E0443,C003,P022,160.0,179,142,37,19
2026-06,E0102,C007,P029,160.0,135,101,34,0
2026-06,E0236,C006,P033,160.0,143,100,43,0
2026-06,E0211,C007,P017,160.0,183,136,47,23
2026-06,E0438,C007,P008,160.0,161,123,38,1
2026-06,E0387,C009,P024,160.0,136,95,41,0
2026-06,E0161,C008,P007,160.0,139,123,16,0
2026-06,E0007,C010,P018,160.0,157,124,33,0
2026-06,E0023,C008,P028,160.0,193,178,15,33
2026-06,E0405,C001,P032,160.0,140,105,35,0
2026-06,E0333,C010,P022,160.0,136,120,16,0
2026-06,E0067,C011,P001,160.0,146,104,42,0
2026-06,E0320,C004,P032,160.0,146,112,34,0
2026-06,E0453,C009,P006,160.0,153,107,46,0
2026-06,E0487,C012,P006,160.0,143,127,16,0
2026-06,E0027,C011,P013,160.0,175,135,40,15
2026-06,E0448,C001,P034,160.0,123,101,22,0
2026-06,E0181,C003,P016,160.0,155,141,14,0
2026-06,E0193,C008,P027,160.0,156,104,52,0
2026-06,E0014,C011,P005,160.0,125,96,29,0
2026-06,E0375,C005,P029,160.0,155,126,29,0
2026-06,E0466,C004,P016,160.0,157,148,9,0
2026-06,E0021,C011,P001,160.0,82,56,26,0
2026-06,E0175,C005,P019,160.0,120,82,38,0
2026-06,E0081,C008,P002,160.0,185,129,56,25
2026-06,E0238,C010,P012,160.0,130,110,20,0
2026-06,E0256,C010,P021,160.0,115,91,24,0
2026-06,E0085,C001,P010,160.0,99,81,18,0
2026-06,E0174,C007,P027,160.0,118,97,21,0
2026-06,E0058,C010,P031,160.0,142,115,27,0
2026-06,E0054,C012,P013,160.0,114,93,21,0
2026-06,E0051,C002,P016,160.0,161,105,56,1
2026-06,E0322,C008,P002,160.0,124,93,31,0
2026-06,E0264,C001,P005,160.0,153,111,42,0
2026-06,E0410,C001,P032,160.0,181,155,26,21
2026-06,E0008,C005,P026,160.0,179,155,24,19
2026-06,E0096,C006,P004,160.0,152,126,26,0
2026-06,E0063,C012,P027,160.0,117,85,32,0
2026-06,E0428,C003,P002,160.0,144,111,33,0
2026-06,E0124,C012,P008,160.0,153,112,41,0
2026-06,E0199,C003,P017,160.0,207,134,73,47
2026-06,E0433,C008,P004,160.0,98,85,13,0
2026-06,E0426,C011,P030,160.0,144,94,50,0
2026-06,E0012,C004,P003,160.0,161,113,48,1
2026-06,E0352,C012,P015,160.0,148,117,31,0
2026-06,E0176,C004,P026,160.0,150,122,28,0
2026-06,E0292,C008,P007,160.0,126,97,29,0
2026-06,E0129,C002,P010,160.0,168,119,49,8
2026-06,E0384,C004,P004,160.0,146,95,51,0
2026-06,E0339,C008,P001,160.0,150,137,13,0
2026-06,E0358,C001,P003,160.0,171,141,30,11
2026-06,E0209,C006,P030,160.0,137,119,18,0
2026-06,E0471,C011,P025,160.0,177,163,14,17
2026-06,E0445,C008,P025,160.0,113,82,31,0
2026-06,E0121,C006,P009,160.0,152,107,45,0
2026-06,E0093,C011,P010,160.0,124,101,23,0
2026-06,E0458,C005,P025,160.0,118,97,21,0
2026-06,E0403,C007,P014,160.0,193,130,63,33
2026-06,E0131,C002,P001,160.0,114,77,37,0
2026-06,E0179,C009,P012,160.0,146,104,42,0
2026-06,E0090,C003,P035,160.0,112,82,30,0
2026-06,E0155,C003,P024,160.0,175,114,61,15
2026-06,E0091,C008,P010,160.0,135,114,21,0
2026-06,E0289,C010,P035,160.0,171,159,12,11
2026-06,E0222,C008,P028,160.0,160,104,56,0
2026-06,E0172,C009,P028,160.0,202,171,31,42
2026-06,E0164,C004,P019,160.0,108,92,16,0
2026-06,E0080,C001,P019,160.0,120,109,11,0
2026-06,E0122,C003,P020,160.0,170,113,57,10
2026-06,E0005,C005,P029,160.0,153,111,42,0
2026-06,E0367,C006,P019,160.0,139,99,40,0
2026-06,E0229,C010,P001,160.0,196,141,55,36
2026-06,E0125,C001,P013,160.0,145,127,18,0
2026-06,E0119,C004,P034,160.0,125,96,29,0
2026-06,E0242,C002,P003,160.0,172,122,50,12
2026-06,E0345,C005,P015,160.0,145,134,11,0
2026-06,E0478,C001,P016,160.0,147,108,39,0
2026-06,E0423,C004,P033,160.0,162,138,24,2
2026-06,E0147,C009,P032,160.0,163,153,10,3
2026-06,E0472,C012,P014,160.0,120,102,18,0
2026-06,E0449,C012,P022,160.0,137,119,18,0
2026-06,E0365,C008,P029,160.0,110,88,22,0
2026-06,E0379,C006,P014,160.0,153,113,40,0
2026-06,E0246,C011,P007,160.0,192,167,25,32
2026-06,E0463,C002,P027,160.0,121,87,34,0
2026-06,E0146,C003,P020,160.0,106,75,31,0
2026-06,E0117,C003,P001,160.0,129,114,15,0
2026-06,E0154,C010,P023,160.0,139,121,18,0
2026-06,E0353,C004,P011,160.0,163,149,14,3
2026-06,E0280,C005,P034,160.0,136,127,9,0
2026-06,E0206,C999,P019,160.0,154,117,37,0
2026-06,E0098,C011,P006,160.0,132,105,27,0
2026-06,E0409,C011,P020,160.0,140,95,45,0
2026-06,E0050,C009,P012,160.0,124,110,14,0
2026-06,E0259,C011,P022,160.0,117,106,11,0
2026-06,E0202,C010,P015,160.0,164,148,16,4
2026-06,E0434,C004,P024,160.0,134,117,17,0
2026-06,E0030,C008,P025,160.0,156,145,11,0
2026-06,E0303,C010,P027,160.0,124,105,19,0
2026-06,E0337,C008,P008,160.0,145,122,23,0
2026-06,E0068,C006,P034,160.0,92,73,19,0
2026-06,E0158,C006,P011,160.0,135,120,15,0
2026-06,E0475,C012,P009,160.0,126,114,12,0
2026-06,E0477,C002,P019,160.0,174,152,22,14
2026-06,E0482,C007,P025,160.0,113,100,13,0
2026-06,E0260,C012,P025,160.0,141,127,14,0
2026-06,E0319,C005,P025,160.0,153,105,48,0
2026-06,E0414,C012,P030,160.0,170,145,25,10
2026-06,E0153,C009,P004,160.0,166,120,46,6
2026-06,E0431,C012,P003,160.0,143,95,48,0
2026-06,E0381,C002,P010,160.0,146,126,20,0
2026-06,E0182,C011,P034,160.0,174,133,41,14
2026-06,E0324,C008,P006,160.0,142,99,43,0
2026-06,E0019,C004,P007,160.0,149,105,44,0
2026-06,E0348,C007,P027,160.0,175,151,24,15
2026-06,E0082,C009,P022,160.0,207,163,44,47
2026-06,E0407,C010,P003,160.0,151,135,16,0
2026-06,E0429,C012,P026,160.0,158,107,51,0
2026-06,E0107,C005,P020,160.0,165,148,17,5
2026-06,E0053,C004,P005,160.0,175,132,43,15
2026-06,E0010,C011,P001,160.0,171,156,15,11
2026-06,E0373,C012,P025,160.0,130,100,30,0
2026-06,E0219,C010,P017,160.0,153,140,13,0
2026-06,E0265,C009,P015,160.0,171,125,46,11
2026-06,E0490,C011,P035,160.0,181,131,50,21
2026-06,E0304,C003,P032,160.0,141,124,17,0
2026-06,E0002,C001,P011,160.0,152,116,36,0
2026-06,E0087,C012,P010,160.0,155,117,38,0
2026-06,E0251,C012,P029,160.0,145,109,36,0
2026-06,E0359,C007,P005,160.0,152,118,34,0
2026-06,E0328,C004,P033,160.0,91,83,8,0
2026-06,E0427,C004,P029,160.0,226,156,70,66
2026-06,E0288,C012,P001,160.0,202,190,12,42
2026-06,E0355,C006,P017,160.0,140,118,22,0
2026-06,E0467,C011,P002,160.0,142,117,25,0
2026-06,E0077,C012,P005,160.0,104,92,12,0
2026-06,E0388,C012,P024,160.0,100,70,30,0
2026-06,E0489,C012,P010,160.0,157,121,36,0
2026-06,E0300,C010,P027,160.0,171,134,37,11
2026-06,E0167,C008,P028,160.0,166,133,33,6
2026-06,E0178,C004,P011,160.0,124,92,32,0
2026-06,E0025,C007,P004,160.0,164,123,41,4
2026-06,E0034,C002,P003,160.0,141,93,48,0
2026-06,E0136,C007,P019,160.0,135,96,39,0
2026-06,E0024,C007,P031,160.0,111,72,39,0
2026-06,E0315,C002,P007,160.0,127,87,40,0
2026-06,E0402,C008,P015,160.0,158,105,53,0
2026-06,E0004,C008,P017,160.0,153,119,34,0
2026-06,E0056,C008,P030,160.0,149,102,47,0
2026-06,E0237,C008,P018,160.0,90,68,22,0
2026-06,E0454,C005,P029,160.0,149,124,25,0
2026-06,E0057,C004,P006,160.0,130,85,45,0
2026-06,E0065,C012,P030,160.0,153,145,8,0
2026-06,E0418,C007,P016,160.0,176,132,44,16
2026-06,E0040,C001,P009,160.0,133,104,29,0
2026-06,E0224,C006,P006,160.0,147,133,14,0
2026-06,E0198,C003,P027,160.0,196,178,18,36
2026-06,E0230,C006,P009,160.0,151,120,31,0
2026-06,E0376,C004,P019,160.0,144,136,8,0
2026-06,E0170,C011,P012,160.0,124,100,24,0
2026-06,E0157,C010,P006,160.0,165,156,9,5
2026-06,E0049,C005,P022,160.0,120,78,42,0
2026-06,E0382,C006,P021,160.0,177,136,41,17
2026-06,E0127,C002,P020,160.0,161,120,41,1
2026-06,E0003,C012,P035,160.0,131,117,14,0
2026-06,E0094,C012,P031,160.0,125,83,42,0
2026-06,E0042,C011,P019,160.0,126,88,38,0
2026-06,E0142,C007,P023,160.0,100,77,23,0
2026-06,E0295,C009,P026,160.0,156,119,37,0
2026-06,E0088,C003,P029,160.0,93,63,30,0
2026-06,E0325,C009,P011,160.0,142,132,10,0
2026-06,E0468,C011,P010,160.0,141,104,37,0
2026-06,E0188,C001,P016,160.0,136,101,35,0
2026-06,E0244,C010,P030,160.0,156,107,49,0
2026-06,E0450,C004,P015,160.0,131,110,21,0
2026-06,E0396,C006,P006,160.0,149,100,49,0
2026-06,E0110,C007,P017,160.0,177,165,12,17
2026-06,E0326,C005,P011,160.0,159,111,48,0
2026-06,E0479,C001,P004,160.0,134,121,13,0
2026-06,E0097,C005,P013,160.0,145,127,18,0
2026-06,E0341,C005,P015,160.0,136,126,10,0
2026-06,E0114,C002,P033,160.0,140,102,38,0
2026-06,E0062,C002,P029,160.0,150,110,40,0
2026-06,E0498,C010,P013,160.0,110,89,21,0
2026-06,E0330,C012,P018,160.0,104,72,32,0
2026-06,E0194,C012,P021,160.0,122,90,32,0
2026-06,E0314,C010,P003,160.0,157,125,32,0
2026-06,E0232,C007,P006,160.0,161,135,26,1
2026-06,E0177,C005,P030,160.0,165,114,51,5
2026-06,E0294,C002,P024,160.0,123,93,30,0
2026-06,E0166,C002,P022,160.0,147,113,34,0
2026-06,E0492,C003,P021,160.0,135,95,40,0
2026-06,E0476,C010,P014,160.0,141,108,33,0
2026-06,E0347,C001,P028,160.0,135,127,8,0
2026-06,E0273,C005,P024,160.0,151,115,36,0
2026-06,E0316,C005,P006,160.0,128,107,21,0
2026-06,E0310,C005,P008,160.0,174,123,51,14
2026-06,E0278,C003,P004,160.0,174,116,58,14
2026-06,E0218,C005,P024,160.0,157,117,40,0
2026-06,E0055,C006,P009,160.0,170,128,42,10
2026-06,E0417,C011,P030,160.0,109,75,34,0
2026-06,E0028,C012,P023,160.0,175,133,42,15
2026-06,E0391,C010,P011,160.0,154,106,48,0
2026-06,E0460,C003,P013,160.0,129,95,34,0
2026-06,E0009,C004,P034,160.0,127,107,20,0
2026-06,E0001,C007,P016,160.0,185,140,45,25
2026-06,E0336,C011,P005,160.0,165,148,17,5
2026-06,E0112,C010,P004,160.0,141,125,16,0
2026-06,E0318,C007,P007,160.0,109,76,33,0
2026-06,E0111,C006,P033,160.0,177,116,61,17
2026-06,E0368,C001,P028,160.0,117,100,17,0
2026-06,E0217,C003,P017,160.0,135,112,23,0
2026-06,E0456,C009,P028,160.0,141,101,40,0
2026-06,E0374,C001,P005,160.0,126,87,39,0
2026-06,E0461,C012,P024,160.0,140,103,37,0
2026-06,E0331,C011,P022,160.0,144,98,46,0
2026-06,E0227,C002,P022,160.0,139,103,36,0
2026-06,E0270,C008,P033,160.0,152,139,13,0
2026-06,E0095,C005,P002,160.0,186,151,35,26
2026-06,E0201,C010,P015,160.0,110,76,34,0
2026-06,E0291,C002,P021,160.0,148,136,12,0
2026-06,E0059,C004,P016,160.0,117,102,15,0
2026-06,E0301,C001,P034,160.0,108,81,27,0
2026-06,E0038,C003,P022,160.0,168,111,57,8
2026-06,E0104,C009,P022,160.0,151,109,42,0
2026-06,E0284,C005,P034,160.0,106,92,14,0
2026-06,E0116,C005,P018,160.0,100,130,-30,0
2026-06,E0321,C005,P004,160.0,98,91,7,0
2026-06,E0162,C011,P022,160.0,122,95,27,0
2026-06,E0069,C012,P035,160.0,90,83,7,0
2026-06,E0257,C007,P031,160.0,140,114,26,0
2026-06,E0151,C001,P012,160.0,162,121,41,2
2026-06,E0066,C003,P026,160.0,159,124,35,0
2026-06,E0148,C008,P033,160.0,135,119,16,0
2026-06,E0369,C012,P030,160.0,170,158,12,10
2026-06,E0183,C007,P016,160.0,179,159,20,19
2026-06,E0327,C005,P017,160.0,162,146,16,2
2026-06,E0015,C007,P021,160.0,131,100,31,0
2026-06,E0390,C011,P003,160.0,141,120,21,0
2026-07,E0370,C006,P020,160.0,185,140,45,25
2026-07,E0360,C007,P026,160.0,136,114,22,0
2026-07,E0430,C011,P018,160.0,159,129,30,0
2026-07,E0273,C005,P024,160.0,126,89,37,0
2026-07,E0452,C011,P010,160.0,170,135,35,10
2026-07,E0250,C008,P028,160.0,123,87,36,0
2026-07,E0297,C009,P009,160.0,142,112,30,0
2026-07,E0154,C010,P023,160.0,158,145,13,0
2026-07,E0161,C008,P007,160.0,191,138,53,31
2026-07,E0448,C001,P034,160.0,150,117,33,0
2026-07,E0232,C007,P006,160.0,138,89,49,0
2026-07,E0374,C001,P005,160.0,136,90,46,0
2026-07,E0213,C010,P003,160.0,169,137,32,9
2026-07,E0304,C003,P032,160.0,156,108,48,0
2026-07,E0420,C011,P035,160.0,161,139,22,1
2026-07,E0251,C012,P029,160.0,183,161,22,23
2026-07,E0189,C006,P008,160.0,146,109,37,0
2026-07,E0025,C007,P004,160.0,154,130,24,0
2026-07,E0149,C009,P002,160.0,136,121,15,0
2026-07,E0472,C012,P014,160.0,125,103,22,0
2026-07,E0320,C004,P032,160.0,130,117,13,0
2026-07,E0072,C002,P014,160.0,85,63,22,0
2026-07,E0267,C012,P004,160.0,158,111,47,0
2026-07,E0171,C008,P014,160.0,155,120,35,0
2026-07,E0361,C010,P001,160.0,157,127,30,0
2026-07,E0481,C006,P022,160.0,124,104,20,0
2026-07,E0500,C011,P009,160.0,130,86,44,0
2026-07,E0018,C010,P026,160.0,129,96,33,0
2026-07,E0103,C012,P027,160.0,172,146,26,12
2026-07,E0323,C005,P007,160.0,149,116,33,0
2026-07,E0106,C005,P020,160.0,146,106,40,0
2026-07,E0479,C001,P004,160.0,164,109,55,4
2026-07,E0372,C010,P014,160.0,129,95,34,0
2026-07,E0432,C011,P034,160.0,154,124,30,0
2026-07,E0329,C002,P020,160.0,195,136,59,35
2026-07,E0124,C012,P008,160.0,177,135,42,17
2026-07,E0356,C001,P022,160.0,153,132,21,0
2026-07,E0091,C008,P010,160.0,147,136,11,0
2026-07,E0085,C001,P010,160.0,157,111,46,0
2026-07,E0412,C008,P004,160.0,181,153,28,21
2026-07,E0210,C012,P026,160.0,179,142,37,19
2026-07,E0037,C009,P009,160.0,186,150,36,26
2026-07,E0062,C002,P029,160.0,151,107,44,0
2026-07,E0195,C011,P012,160.0,92,82,10,0
2026-07,E0092,C006,P019,160.0,193,150,43,33
2026-07,E0218,C005,P024,160.0,125,91,34,0
2026-07,E0287,C002,P004,160.0,95,88,7,0
2026-07,E0247,C011,P032,160.0,163,151,12,3
2026-07,E0104,C009,P022,160.0,93,81,12,0
2026-07,E0288,C012,P001,160.0,145,95,50,0
2026-07,E0001,C007,P016,160.0,93,86,7,0
2026-07,E0410,C001,P032,160.0,136,88,48,0
2026-07,E0095,C005,P002,160.0,186,147,39,26
2026-07,E0125,C001,P013,160.0,154,104,50,0
2026-07,E0109,C008,P005,160.0,145,120,25,0
2026-07,E0190,C001,P026,160.0,156,112,44,0
2026-07,E0194,C012,P021,160.0,77,51,26,0
2026-07,E0057,C004,P006,160.0,129,87,42,0
2026-07,E0115,C003,P035,160.0,132,93,39,0
2026-07,E0150,C007,P029,160.0,160,128,32,0
2026-07,E0127,C002,P020,160.0,120,79,41,0
2026-07,E0274,C007,P027,160.0,149,99,50,0
2026-07,E0489,C005,P030,160.0,143,129,14,0
2026-07,E0155,C003,P024,160.0,130,94,36,0
2026-07,E0098,C011,P006,160.0,132,103,29,0
2026-07,E0348,C007,P027,160.0,142,116,26,0
2026-07,E0488,C011,P007,160.0,98,72,26,0
2026-07,E0003,C012,P035,160.0,164,111,53,4
2026-07,E0300,C010,P027,160.0,125,109,16,0
2026-07,E0101,C005,P029,160.0,138,129,9,0
2026-07,E0217,C003,P017,160.0,184,135,49,24
2026-07,E0067,C011,P001,160.0,165,138,27,5
2026-07,E0296,C012,P032,160.0,116,101,15,0
2026-07,E0344,C004,P012,160.0,74,54,20,0
2026-07,E0246,C011,P007,160.0,157,104,53,0
2026-07,E0134,C003,P023,160.0,139,110,29,0
2026-07,E0413,C007,P031,160.0,150,122,28,0
2026-07,E0233,C002,P002,160.0,164,118,46,4
2026-07,E0291,C002,P021,160.0,168,137,31,8
2026-07,E0492,C003,P021,160.0,134,107,27,0
2026-07,E0065,C012,P030,160.0,142,117,25,0
2026-07,E0241,C008,P020,160.0,154,103,51,0
2026-07,E0084,C003,P020,160.0,156,128,28,0
2026-07,E0201,C010,P015,160.0,149,102,47,0
2026-07,E0088,C003,P029,160.0,181,139,42,21
2026-07,E0495,C010,P005,160.0,156,142,14,0
2026-07,E0207,C004,P014,160.0,163,136,27,3
2026-07,E0178,C004,P011,160.0,151,104,47,0
2026-07,E0265,C009,P015,160.0,120,110,10,0
2026-07,E0459,C009,P031,160.0,129,113,16,0
